"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0032814","GO:0032814","regulation of natural killer cell activation","10/4251","35/18722",0.258181654134609,0.428005686148627,0.291233617312741,"IL18/TOX/RHBDD3/AXL/GAS6/MICA/PRDM1/LAMP1/HLA-E/LEP",10
"GO:0045907","GO:0045907","positive regulation of vasoconstriction","10/4251","35/18722",0.258181654134609,0.428005686148627,0.291233617312741,"EGFR/CAV1/GJA1/HMGCR/TRPM4/OXTR/RHOA/AVPR1A/CD38/F2R",10
"GO:0050654","GO:0050654","chondroitin sulfate proteoglycan metabolic process","10/4251","35/18722",0.258181654134609,0.428005686148627,0.291233617312741,"DCN/CHST9/HYAL1/B3GAT1/B3GAT3/NDNF/SPOCK2/DSE/B3GAT2/BGN",10
"GO:0090050","GO:0090050","positive regulation of cell migration involved in sprouting angiogenesis","10/4251","35/18722",0.258181654134609,0.428005686148627,0.291233617312741,"PIK3C2A/RHOJ/FGFBP1/HDAC9/NRP1/ANXA1/PLK2/GATA2/SRPX2/VEGFA",10
"GO:0006405","GO:0006405","RNA export from nucleus","22/4251","84/18722",0.25868588224121,0.428615039434525,0.291648247695973,"HNRNPA1/DDX39A/THOC1/SMG5/FYTTD1/POLDIP3/ALYREF/NUP188/NUP62CL/DDX25/XPOT/NUP214/KHDRBS1/AGFG1/THOC6/HNRNPA2B1/NCBP1/PABPN1/PHAX/SRSF3/CPSF6/DHX9",22
"GO:0098586","GO:0098586","cellular response to virus","22/4251","84/18722",0.25868588224121,0.428615039434525,0.291648247695973,"MAPK14/RIOK3/TLR3/DDX3X/RNF125/LGALS8/IFI6/NFKB1/SMAD3/ATF2/OAS3/MMP12/DDX60/RNF135/POU2AF1/GSDME/TSPAN6/BAX/CXCL10/PENK/CCL5/CCL19",22
"GO:0009799","GO:0009799","specification of symmetry","34/4251","134/18722",0.258791881631759,0.428677442164253,0.291690709217624,"NOTCH2/PSEN1/SOSTDC1/RTTN/TMED2/AHI1/MESP1/TGFBR2/SMAD3/CITED2/C2CD3/STIL/FOXJ1/BMP4/CCDC40/NPHP3/TBX3/RIPPLY2/ACVR1/DAND5/AIDA/ACVR2A/NBL1/IFT57/PITX2/FOLR1/NDRG4/VANGL2/BICC1/MEF2C/RFX3/MIB1/GREM1/RPGRIP1L",34
"GO:0002456","GO:0002456","T cell mediated immunity","28/4251","109/18722",0.260129381821007,0.430779200676657,0.293120836793248,"CD46/GATA3/IL20RB/CD1A/IL18/JAG1/MAP3K7/ARG1/CD55/AZGP1/EMP2/CD1E/MR1/TRPM4/AHR/CD1C/FCGR2B/IL1R1/MALT1/MICA/RIPK3/NOD2/HLA-DRA/HLA-E/CTSC/CEACAM1/XCL1/CTSH",28
"GO:0051028","GO:0051028","mRNA transport","33/4251","130/18722",0.261792010811866,0.433418127163588,0.294916476737958,"NXT2/NUP210/KIF5C/HNRNPA1/DDX39A/IGF2BP3/THOC1/SMG5/FYTTD1/BICD2/POLDIP3/ALYREF/NUP188/DDX25/ZFP36L1/G3BP2/NUP214/UPF3B/QKI/AHCTF1/AGFG1/THOC6/XPO1/MAGOHB/KHSRP/HNRNPA2B1/NCBP1/PABPN1/SRSF1/ARC/NUP50/SRSF3/DHX9",33
"GO:2000181","GO:2000181","negative regulation of blood vessel morphogenesis","38/4251","151/18722",0.261954553639737,0.433572800786825,0.29502172337429,"KLF4/ISM1/GTF2I/ROCK2/DCN/SPINK5/SLC12A2/SPRY2/TNMD/E2F2/THBS2/SERPINF1/SPRED1/ADGRB2/ATF2/ATP2B4/ECSCR/PLK2/PPARG/TGFB2/STAT1/EPHA2/SERPINE1/HGS/TEK/CNMD/SPARC/GPR4/KRIT1/ADAMTS1/RGCC/ADAMTS9/SULF1/STAB1/PGK1/CXCL10/PTN/SEMA3E",38
"GO:0045685","GO:0045685","regulation of glial cell differentiation","20/4251","76/18722",0.264129601834588,0.436908475430617,0.297291460959862,"IL6ST/WDR1/MDK/CXCR4/CNTN2/ASPA/EPHA4/TENM4/CDK1/HDAC1/DICER1/SPINT1/BMP2/HDAC2/HES1/NTRK3/LDLR/EGR2/PTPRZ1/PTN",20
"GO:0002706","GO:0002706","regulation of lymphocyte mediated immunity","42/4251","168/18722",0.264178837447526,0.436908475430617,0.297291460959862,"CD46/GATA3/IL20RB/CD1A/IL18/MAP3K7/ARG1/CD55/AZGP1/THOC1/CD1E/MR1/TRPM4/BCL6/AHR/CD1C/FCGR2B/IL1R1/MALT1/MICA/RIPK3/NSD2/STAT6/SUSD4/FOXJ1/NOD2/RAET1E/MAD2L2/C3/CRK/HLA-DRA/PAXIP1/LAMP1/LAG3/HLA-E/LEP/CEACAM1/ARRB2/RIF1/NDFIP1/XCL1/CADM1",42
"GO:1902806","GO:1902806","regulation of cell cycle G1/S phase transition","42/4251","168/18722",0.264178837447526,0.436908475430617,0.297291460959862,"KLF4/E2F7/EGFR/FHL1/GTSE1/CCND1/DDX3X/CDC6/KIF14/RBL2/E2F1/EZH2/PIDD1/GPNMB/APPL2/CCND3/HYAL1/FAM107A/WAC/DLG1/ANXA1/JADE1/SUSD2/ATP2B4/PSME3/PLK2/FBXW7/RFWD3/SOX4/DACT1/PRMT2/UBE2E2/CCND2/APPL1/RBL1/BID/ADAMTS1/RDX/RGCC/FAM83D/CDKN2B/PLPP2",42
"GO:0006476","GO:0006476","protein deacetylation","26/4251","101/18722",0.266124356512538,0.440010039115221,0.299401899303149,"HOPX/SDR16C5/REST/NCAPG2/JDP2/RCOR2/MTA1/BCL6/SPHK2/HDAC9/ELK4/SPRED1/BAZ2A/PINK1/HDAC1/CCAR2/HDAC2/PRKAA1/TBL1XR1/CAMK2D/KDM5A/FNTA/PRKAA2/MAPT/NNMT/VEGFA",26
"GO:0042267","GO:0042267","natural killer cell mediated cytotoxicity","18/4251","68/18722",0.269630794583614,0.445572701375925,0.303186975774099,"IL18/ARL8B/MICA/KIF5B/RAET1E/CRK/ULBP2/LAMP1/LAG3/HLA-E/CEBPG/LEP/CEACAM1/ARRB2/SLAMF7/LYST/CADM1/GZMB",18
"GO:0042531","GO:0042531","positive regulation of tyrosine phosphorylation of STAT protein","18/4251","68/18722",0.269630794583614,0.445572701375925,0.303186975774099,"ISL1/IL6ST/IL18/GHR/PTK6/JAK2/IGF1/HDAC1/TNFRSF1A/CSF1R/HDAC2/HES1/FGFR3/LEP/ERBB4/GH2/GH1/CCL5",18
"GO:0030888","GO:0030888","regulation of B cell proliferation","17/4251","64/18722",0.27238539666624,0.449650945601927,0.3059619898841,"VAV3/BCL6/AHR/FCGR2B/PELI1/IL7/PAWR/CD74/TLR4/EPHB2/PKN1/MEF2C/CD38/NFATC2/MNDA/RC3H1/FCRL3",17
"GO:0045995","GO:0045995","regulation of embryonic development","17/4251","64/18722",0.27238539666624,0.449650945601927,0.3059619898841,"PAFAH1B1/WNT2B/OSR1/NFE2L2/TENM4/CDK1/RACGAP1/LAMA2/NPHP3/B4GALT5/HES1/RAB14/SFRP2/FOXA2/LAMA4/TDG/PHLDB2",17
"GO:0048247","GO:0048247","lymphocyte chemotaxis","17/4251","64/18722",0.27238539666624,0.449650945601927,0.3059619898841,"CCL27/SLC12A2/CCL21/PLEC/GAS6/CCL13/ADAM10/CKLF/CYP7B1/CCL4/CXCL13/XCL1/CXCL10/CXCL11/S100A7/CCL5/CCL19",17
"GO:1903051","GO:1903051","negative regulation of proteolysis involved in cellular protein catabolic process","17/4251","64/18722",0.27238539666624,0.449650945601927,0.3059619898841,"PSEN1/ALAD/STYX/EPHA4/USP25/OPHN1/HSP90AB1/WAC/AQP11/PBK/SMARCC1/BAG5/CCAR2/SDCBP/CSNK2A2/SVIP/OGT",17
"GO:0006814","GO:0006814","sodium ion transport","60/4251","245/18722",0.273303521408155,0.450967416196004,0.306857773528119,"SLC20A1/SLMAP/SLC9A9/UTRN/NETO2/SCN8A/ATP1A2/CHP1/OSR1/SLC8A2/ATP1B3/ADRB2/SLC12A2/CNTN1/FGF12/SCN3B/DMD/TRPM4/FXYD3/ANO6/FXYD1/SLC17A6/SLC6A16/HCN3/WNK3/P2RX7/SCN7A/SLC13A2/SLC28A3/DLG1/STOM/GLRX/PRSS8/KIF5B/SHROOM2/ATP2B4/ANK3/SLC20A2/PTPN3/SLC5A1/ATP6V1B1/FXYD6/SLC6A9/SLC38A2/SLC6A14/KCNK1/SCNN1B/NKAIN1/SLC6A3/SLC10A4/CAMK2D/SLC24A2/TRPM2/TESC/HECW2/FXYD5/SLC4A4/PKP2/NOS1/SCNN1A",60
"GO:0046474","GO:0046474","glycerophospholipid biosynthetic process","52/4251","211/18722",0.273326656524343,0.450967416196004,0.306857773528119,"PIK3C2A/LPCAT1/DGKD/CWH43/EFR3B/PIK3C2G/PITPNM3/PIK3R1/PLA2G4A/RAB38/INPPL1/CDS1/IMPA2/PCYT1A/PIGC/GPAT3/ABHD5/SLC44A2/CHKA/SLC44A1/DGKA/LIPH/AJUBA/DGKZ/MTMR1/ITPKB/MTM1/PLD1/LPCAT2/ACSL3/CHPT1/PIK3R2/PIK3CA/SOCS6/INPP4B/PIP4K2A/DGKE/AGPAT3/INPP5F/SOCS5/SH3YL1/EFR3A/CAPN2/PIK3R3/SOCS7/PNPLA3/SYNJ1/FAM126B/TTC7B/MTMR2/FAM126A/GPAM",52
"GO:0046631","GO:0046631","alpha-beta T cell activation","39/4251","156/18722",0.273626058550362,0.451342694001162,0.307113128810141,"GATA3/RORA/IL18/AP3D1/CD55/ATP7A/ITCH/CD83/TGFBR2/LOXL3/BCL6/TOX/GLI3/ZBTB16/RIPK2/NFKBIZ/ITPKB/MALT1/ATF2/ANXA1/STAT6/FOXP1/TWSG1/ARG2/MYB/STAT3/PRDM1/RHOA/HSPH1/SOCS5/VSIR/HLA-DRA/HLA-E/PTGER4/CRACR2A/RC3H1/XCL1/ZAP70/CCL19",39
"GO:0006081","GO:0006081","cellular aldehyde metabolic process","16/4251","60/18722",0.275128537704859,0.453225135772736,0.308394023770788,"AKR1C3/SDR16C5/REST/AKR1C1/ALDH3B2/ALDH3A2/ALDH3A1/IDH1/CYP1B1/ALDH1A1/DHRS13/DKK3/BMP2/SCNN1B/IDH2/RDH13",16
"GO:0009620","GO:0009620","response to fungus","16/4251","60/18722",0.275128537704859,0.453225135772736,0.308394023770788,"CTSG/DCD/RNASE7/ARG1/CHGA/IL36RN/ELANE/MALT1/CX3CR1/CRK/TLR4/RARRES2/HTN3/GNLY/HTN1/S100A8",16
"GO:0019731","GO:0019731","antibacterial humoral response","16/4251","60/18722",0.275128537704859,0.453225135772736,0.308394023770788,"CTSG/ANG/WFDC5/RNASE7/KLK7/KLK5/SPINK5/ELANE/NOD2/SLPI/WFDC3/TF/WFDC12/DEFB1/HLA-E/IGHM",16
"GO:0051851","GO:0051851","modification by host of symbiont morphology or physiology","16/4251","60/18722",0.275128537704859,0.453225135772736,0.308394023770788,"POU2F3/SP1/CAV2/REST/SMARCA4/VAPA/CX3CR1/STOM/HDAC1/CCL4/SMARCB1/NUCKS1/SAP30/APOE/IFI27/CCL5",16
"GO:0055008","GO:0055008","cardiac muscle tissue morphogenesis","16/4251","60/18722",0.275128537704859,0.453225135772736,0.308394023770788,"ISL1/TGFBR3/POU4F1/FGFR2/CHD7/BMPR1A/DSP/TGFB2/PROX1/BMP2/TGFBR1/ZFPM2/FKBP1A/HEY2/PKP2/ACTC1",16
"GO:1901343","GO:1901343","negative regulation of vasculature development","38/4251","152/18722",0.276907733669866,0.456036285983478,0.310306852200828,"KLF4/ISM1/GTF2I/ROCK2/DCN/SPINK5/SLC12A2/SPRY2/TNMD/E2F2/THBS2/SERPINF1/SPRED1/ADGRB2/ATF2/ATP2B4/ECSCR/PLK2/PPARG/TGFB2/STAT1/EPHA2/SERPINE1/HGS/TEK/CNMD/SPARC/GPR4/KRIT1/ADAMTS1/RGCC/ADAMTS9/SULF1/STAB1/PGK1/CXCL10/PTN/SEMA3E",38
"GO:0001912","GO:0001912","positive regulation of leukocyte mediated cytotoxicity","15/4251","56/18722",0.277845110199437,0.457219930818748,0.311112255442292,"CD1A/F2RL1/ARG1/AZGP1/CD1E/MR1/CD1C/RAET1E/ITGAM/HLA-DRA/LAMP1/LAG3/HLA-E/XCL1/CADM1",15
"GO:0002090","GO:0002090","regulation of receptor internalization","15/4251","56/18722",0.277845110199437,0.457219930818748,0.311112255442292,"ARRB1/SCYL2/WDR54/MKLN1/AHI1/OPHN1/DLG4/HPCA/SDCBP/LRPAP1/ARC/ARRB2/MTMR2/GREM1/VEGFA",15
"GO:0070534","GO:0070534","protein K63-linked ubiquitination","15/4251","56/18722",0.277845110199437,0.457219930818748,0.311112255442292,"TRAF3IP2/UBE2S/DDX3X/UBE2T/UBE2O/ITCH/SASH1/PELI1/NOD2/HECTD1/UBE2E2/RNF135/OTUB2/BFAR/UBE2G1",15
"GO:0000723","GO:0000723","telomere maintenance","33/4251","131/18722",0.277935996282039,0.457249542270452,0.311132404357301,"MAPK1/CCNE2/NEK2/FEN1/PARP1/HNRNPA1/DNA2/CCNE1/TELO2/RAD51D/BLM/RECQL4/SMG5/TNKS2/RAD51C/EXO1/PIF1/HSP90AB1/PNKP/AURKB/SP100/PCNA/BRCA2/HNRNPU/PKIB/RAD51/MAP2K7/RPA3/HNRNPA2B1/MYC/NEK7/TNKS1BP1/RIF1",33
"GO:0018394","GO:0018394","peptidyl-lysine acetylation","42/4251","169/18722",0.278392422688959,0.457880353310917,0.311561635526655,"ISL1/GATA3/SDR16C5/MAP3K7/ARRB1/PPARGC1A/NAA50/SNCA/NAA40/NCOA3/ACTL6B/YEATS2/CPA4/SETD5/BRD8/SPHK2/MYOCD/JADE3/BRCA1/ATF2/BRCA2/TRIM16/JADE1/HDAC1/NAP1L2/BEND3/JADE2/MRGBP/SOX4/PHF20L1/HDAC2/CHEK1/DIP2B/PRKAA1/GATA2/PAXIP1/SMARCB1/PRKAA2/TWIST1/OGT/SET/NOS1",42
"GO:0002709","GO:0002709","regulation of T cell mediated immunity","22/4251","85/18722",0.278808160083324,0.45844392875562,0.311945116682866,"GATA3/IL20RB/CD1A/IL18/MAP3K7/ARG1/CD55/AZGP1/CD1E/MR1/TRPM4/AHR/CD1C/FCGR2B/IL1R1/MALT1/RIPK3/NOD2/HLA-DRA/HLA-E/CEACAM1/XCL1",22
"GO:1903426","GO:1903426","regulation of reactive oxygen species biosynthetic process","14/4251","52/18722",0.28051473230357,0.458576665254287,0.312035436348953,"CFLAR/SNCA/CLCN3/DUOXA1/SPHK2/SLC25A33/ARG2/STAT3/SOD2/RHOA/CD36/PPARA/TLR4/LCN2",14
"GO:0002674","GO:0002674","negative regulation of acute inflammatory response","4/4251","12/18722",0.281593705493307,0.458576665254287,0.312035436348953,"IL20RB/FCGR2B/ADCYAP1/ADORA1",4
"GO:0002903","GO:0002903","negative regulation of B cell apoptotic process","4/4251","12/18722",0.281593705493307,0.458576665254287,0.312035436348953,"BCL6/AURKB/FOXP1/CD74",4
"GO:0008212","GO:0008212","mineralocorticoid metabolic process","4/4251","12/18722",0.281593705493307,0.458576665254287,0.312035436348953,"REST/DKK3/BMP2/SCNN1B",4
"GO:0019627","GO:0019627","urea metabolic process","4/4251","12/18722",0.281593705493307,0.458576665254287,0.312035436348953,"ARG1/CEBPA/ASS1/ARG2",4
"GO:0030238","GO:0030238","male sex determination","4/4251","12/18722",0.281593705493307,0.458576665254287,0.312035436348953,"SOX9/AR/SIX4/SF1",4
"GO:0032306","GO:0032306","regulation of prostaglandin secretion","4/4251","12/18722",0.281593705493307,0.458576665254287,0.312035436348953,"PLA2G4A/PTGES/EDN1/PLA2G3",4
"GO:0032780","GO:0032780","negative regulation of ATPase activity","4/4251","12/18722",0.281593705493307,0.458576665254287,0.312035436348953,"PLN/PXK/OXA1L/ATP5IF1",4
"GO:0032823","GO:0032823","regulation of natural killer cell differentiation","4/4251","12/18722",0.281593705493307,0.458576665254287,0.312035436348953,"TOX/AXL/GAS6/PRDM1",4
"GO:0033235","GO:0033235","positive regulation of protein sumoylation","4/4251","12/18722",0.281593705493307,0.458576665254287,0.312035436348953,"RASD2/TOLLIP/PIAS4/ARNT",4
"GO:0034333","GO:0034333","adherens junction assembly","4/4251","12/18722",0.281593705493307,0.458576665254287,0.312035436348953,"JAM3/HIPK1/ZNF703/ACTB",4
"GO:0035933","GO:0035933","glucocorticoid secretion","4/4251","12/18722",0.281593705493307,0.458576665254287,0.312035436348953,"PTPN11/CRY2/GAL/TAC1",4
"GO:0042118","GO:0042118","endothelial cell activation","4/4251","12/18722",0.281593705493307,0.458576665254287,0.312035436348953,"APOLD1/FOXP1/TGFBR1/CXCL10",4
"GO:0043471","GO:0043471","regulation of cellular carbohydrate catabolic process","4/4251","12/18722",0.281593705493307,0.458576665254287,0.312035436348953,"PPP1R3B/PPP1R3D/SCARB2/PPP1CB",4
"GO:0045602","GO:0045602","negative regulation of endothelial cell differentiation","4/4251","12/18722",0.281593705493307,0.458576665254287,0.312035436348953,"JAG1/ACVRL1/ID1/VEGFA",4
"GO:0051340","GO:0051340","regulation of ligase activity","4/4251","12/18722",0.281593705493307,0.458576665254287,0.312035436348953,"AIMP2/RIPK3/MID1IP1/GCLM",4
"GO:0060009","GO:0060009","Sertoli cell development","4/4251","12/18722",0.281593705493307,0.458576665254287,0.312035436348953,"FNDC3A/SOX9/SDC1/HSD17B4",4
"GO:0060123","GO:0060123","regulation of growth hormone secretion","4/4251","12/18722",0.281593705493307,0.458576665254287,0.312035436348953,"PTPN11/CHD7/ADCYAP1/ITSN1",4
"GO:0061052","GO:0061052","negative regulation of cell growth involved in cardiac muscle cell development","4/4251","12/18722",0.281593705493307,0.458576665254287,0.312035436348953,"RGS4/PI16/PPARA/PAK1",4
"GO:0061517","GO:0061517","macrophage proliferation","4/4251","12/18722",0.281593705493307,0.458576665254287,0.312035436348953,"MAPK1/CLU/IL33/CSF1R",4
"GO:0070572","GO:0070572","positive regulation of neuron projection regeneration","4/4251","12/18722",0.281593705493307,0.458576665254287,0.312035436348953,"NDEL1/FKBP1B/GRN/PTN",4
"GO:0071635","GO:0071635","negative regulation of transforming growth factor beta production","4/4251","12/18722",0.281593705493307,0.458576665254287,0.312035436348953,"TSKU/HSP90AB1/LAPTM4B/CDH3",4
"GO:0071941","GO:0071941","nitrogen cycle metabolic process","4/4251","12/18722",0.281593705493307,0.458576665254287,0.312035436348953,"ARG1/CEBPA/ASS1/ARG2",4
"GO:0072520","GO:0072520","seminiferous tubule development","4/4251","12/18722",0.281593705493307,0.458576665254287,0.312035436348953,"BRIP1/KIF18A/AR/REC8",4
"GO:0072584","GO:0072584","caveolin-mediated endocytosis","4/4251","12/18722",0.281593705493307,0.458576665254287,0.312035436348953,"MAPK1/PROM2/CAV1/ITSN1",4
"GO:0072711","GO:0072711","cellular response to hydroxyurea","4/4251","12/18722",0.281593705493307,0.458576665254287,0.312035436348953,"TIMELESS/BLM/DDX11/RAD51",4
"GO:0086067","GO:0086067","AV node cell to bundle of His cell communication","4/4251","12/18722",0.281593705493307,0.458576665254287,0.312035436348953,"CXADR/GJC1/TRPM4/CACNB2",4
"GO:0090385","GO:0090385","phagosome-lysosome fusion","4/4251","12/18722",0.281593705493307,0.458576665254287,0.312035436348953,"RAB7B/SYT7/ARL8B/RAB7A",4
"GO:0099151","GO:0099151","regulation of postsynaptic density assembly","4/4251","12/18722",0.281593705493307,0.458576665254287,0.312035436348953,"IL1RAP/PTPRD/NTRK3/CBLN1",4
"GO:0140052","GO:0140052","cellular response to oxidised low-density lipoprotein particle stimulus","4/4251","12/18722",0.281593705493307,0.458576665254287,0.312035436348953,"ADTRP/MIA3/CD36/TLR4",4
"GO:1901503","GO:1901503","ether biosynthetic process","4/4251","12/18722",0.281593705493307,0.458576665254287,0.312035436348953,"PLA2G4A/DHRS7B/LPCAT2/CHPT1",4
"GO:1902563","GO:1902563","regulation of neutrophil activation","4/4251","12/18722",0.281593705493307,0.458576665254287,0.312035436348953,"FCGR2B/PLA2G2A/ITGAM/GRN",4
"GO:1903800","GO:1903800","positive regulation of production of miRNAs involved in gene silencing by miRNA","4/4251","12/18722",0.281593705493307,0.458576665254287,0.312035436348953,"EGFR/RIPK1/MYOCD/BMP4",4
"GO:1904667","GO:1904667","negative regulation of ubiquitin protein ligase activity","4/4251","12/18722",0.281593705493307,0.458576665254287,0.312035436348953,"FBXO5/MAD2L2/MAD2L1/BAG2",4
"GO:1905245","GO:1905245","regulation of aspartic-type peptidase activity","4/4251","12/18722",0.281593705493307,0.458576665254287,0.312035436348953,"PICALM/ROCK2/EPHA4/GRN",4
"GO:2000009","GO:2000009","negative regulation of protein localization to cell surface","4/4251","12/18722",0.281593705493307,0.458576665254287,0.312035436348953,"PICALM/ASTN2/ARF6/LEPROT",4
"GO:2000035","GO:2000035","regulation of stem cell division","4/4251","12/18722",0.281593705493307,0.458576665254287,0.312035436348953,"NCOA3/NAP1L2/SFRP2/EVI2B",4
"GO:0030641","GO:0030641","regulation of cellular pH","21/4251","81/18722",0.282133074918714,0.459335784833919,0.312551974208856,"MAPK1/ATP6V0E1/SLC9A9/CLIC4/RAB38/CHP1/ATP6V0E2/CLCN3/ATP6AP2/ATP6V0A4/CLN5/AQP11/CA2/DMXL2/TM9SF4/RAB7A/TMEM106B/GRN/ATP6V0D2/AVPR1A/SLC4A4",21
"GO:0043303","GO:0043303","mast cell degranulation","13/4251","48/18722",0.283109585174201,0.460567019657097,0.313389759740496,"SNAP23/CHGA/FER/SPHK2/STXBP1/VAMP8/PLA2G3/C12orf4/CPLX2/S100A13/PTGDS/GATA2/PDPK1",13
"GO:0120009","GO:0120009","intermembrane lipid transfer","13/4251","48/18722",0.283109585174201,0.460567019657097,0.313389759740496,"PITPNM3/STARD5/GLTP/GRAMD1C/ABCA3/NPC2/PITPNA/PLTP/STARD4/PRELID2/TSPO/APOE/ABCA1",13
"GO:1905710","GO:1905710","positive regulation of membrane permeability","13/4251","48/18722",0.283109585174201,0.460567019657097,0.313389759740496,"JAM3/BCL2L11/RHOT2/ATF2/GCLC/HEBP2/ATP5IF1/BNIP3L/BID/BOK/EYA2/BAX/GZMB",13
"GO:0048644","GO:0048644","muscle organ morphogenesis","20/4251","77/18722",0.285522490447652,0.46388223710573,0.31564557736393,"ISL1/TGFBR3/POU4F1/FGFR2/MYLK/CHD7/SHOX2/BMPR1A/DSP/TGFB2/PROX1/BMP2/ARID5B/EFEMP2/TGFBR1/ZFPM2/FKBP1A/HEY2/PKP2/ACTC1",20
"GO:0008542","GO:0008542","visual learning","12/4251","44/18722",0.285591136569796,0.46388223710573,0.31564557736393,"CREB1/ATP1A2/HMGCR/KRAS/ABCA7/TANC1/CCK/ITGB1/NDRG4/APP/NPTN/PPP1R1B",12
"GO:0032881","GO:0032881","regulation of polysaccharide metabolic process","12/4251","44/18722",0.285591136569796,0.46388223710573,0.31564557736393,"PASK/PPP1R3B/PPP1R3D/IGF1/NFKB1/PPP1R3C/SORBS1/PPP1R3E/IRS1/PPP1CB/HAS2/ENPP1",12
"GO:0042554","GO:0042554","superoxide anion generation","12/4251","44/18722",0.285591136569796,0.46388223710573,0.31564557736393,"EGFR/F2RL1/EDN1/GNAI3/DUOX1/PRKCD/PON3/ITGAM/ALOX12/NCF2/MAPT/NOXO1",12
"GO:0051150","GO:0051150","regulation of smooth muscle cell differentiation","12/4251","44/18722",0.285591136569796,0.46388223710573,0.31564557736393,"EREG/FGFR2/MYOCD/GPER1/BMP4/SOD2/DNMT1/NFATC3/EFEMP2/FGF9/NFATC2/HEY2",12
"GO:0150076","GO:0150076","neuroinflammatory response","12/4251","44/18722",0.285591136569796,0.46388223710573,0.31564557736393,"ADCY1/IL18/IL33/NUPR1/IGF1/GRN/SYT11/ITGB1/CD200/MMP9/CTSC/LDLR",12
"GO:1901605","GO:1901605","alpha-amino acid metabolic process","48/4251","195/18722",0.286249374393235,0.464532694065876,0.316088176468428,"DCT/PSAT1/ASRGL1/GLUD2/SERINC3/ARG1/CTPS1/GLUL/ATP7A/SERINC5/ODC1/HAL/GLS/ASPA/DHFR/COMT/FAH/TYR/GLUD1/PPAT/GCAT/SCLY/ASS1/RIMKLA/ATP2B4/ARG2/OAT/ASNS/BHMT2/ACAT1/GPT2/GCLC/PYCR1/SLC39A8/GART/BLMH/SHMT2/TDO2/GFPT2/AZIN1/DDAH2/GFPT1/GCLM/CBS/IDO1/GAD1/NOS1/GLDC",48
"GO:0035329","GO:0035329","hippo signaling","11/4251","40/18722",0.287905027341188,0.464532694065876,0.316088176468428,"MAPK14/WWTR1/YAP1/SOX11/AJUBA/PJA2/MOB1B/LATS2/MARK3/WWC3/AMOTL2",11
"GO:0045429","GO:0045429","positive regulation of nitric oxide biosynthetic process","11/4251","40/18722",0.287905027341188,0.464532694065876,0.316088176468428,"KLF4/CLU/JAK2/EDN1/SMAD3/HSP90AB1/HBB/ASS1/CD36/DDAH2/TLR4",11
"GO:0045777","GO:0045777","positive regulation of blood pressure","11/4251","40/18722",0.287905027341188,0.464532694065876,0.316088176468428,"NR2F2/CNR1/OXTR/RHOA/TAC3/AVPR1A/F11R/ADORA1/RARRES2/NMU/ADRB1",11
"GO:0070266","GO:0070266","necroptotic process","11/4251","40/18722",0.287905027341188,0.464532694065876,0.316088176468428,"TLR3/YBX3/CFLAR/CAV1/RIPK1/FAS/PELI1/RIPK3/PYGL/BOK/OGT",11
"GO:0071276","GO:0071276","cellular response to cadmium ion","11/4251","40/18722",0.287905027341188,0.464532694065876,0.316088176468428,"MAPK1/EGFR/AKR1C3/ATP7A/MT1X/DAXX/MT1M/PPP5C/MMP9/MT1E/FOS",11
"GO:1902686","GO:1902686","mitochondrial outer membrane permeabilization involved in programmed cell death","11/4251","40/18722",0.287905027341188,0.464532694065876,0.316088176468428,"BCL2L11/RHOT2/ATF2/GCLC/ATP5IF1/BNIP3L/BID/BOK/EYA2/BAX/GZMB",11
"GO:0007030","GO:0007030","Golgi organization","39/4251","157/18722",0.288625580570561,0.464532694065876,0.316088176468428,"MAPK1/STX16/GOLGA2P5/ARL1/ATL3/USO1/YWHAZ/CAMSAP2/TMED2/ARFGEF1/LMAN1/SEC22B/CSNK1A1/SURF4/TMED5/ATP8B2/CDK1/RAB1A/YIPF5/ZFP69B/BAG5/TRAPPC8/CDC42/VRK1/NSFL1C/OPTN/VTI1B/FAM174B/ATP8B1/ATL2/HOOK1/TMED4/GOLGA2/RAB2A/HACE1/TRAPPC11/TJAP1/RAB30/SYNE1",39
"GO:0002827","GO:0002827","positive regulation of T-helper 1 type immune response","5/4251","16/18722",0.288958444763153,0.464532694065876,0.316088176468428,"IL18/PLA2G4A/IL1R1/RIPK2/XCL1",5
"GO:0002830","GO:0002830","positive regulation of type 2 immune response","5/4251","16/18722",0.288958444763153,0.464532694065876,0.316088176468428,"GATA3/IL18/NOD2/CD74/XCL1",5
"GO:0006544","GO:0006544","glycine metabolic process","5/4251","16/18722",0.288958444763153,0.464532694065876,0.316088176468428,"DHFR/GCAT/GART/SHMT2/GLDC",5
"GO:0009642","GO:0009642","response to light intensity","5/4251","16/18722",0.288958444763153,0.464532694065876,0.316088176468428,"CAT/KCNC1/TENT2/SLC24A2/RDH13",5
"GO:0014061","GO:0014061","regulation of norepinephrine secretion","5/4251","16/18722",0.288958444763153,0.464532694065876,0.316088176468428,"STX1A/ADRA2A/P2RY1/OXTR/KCNB1",5
"GO:0021535","GO:0021535","cell migration in hindbrain","5/4251","16/18722",0.288958444763153,0.464532694065876,0.316088176468428,"POU4F1/NHLH2/CTNNA2/ITGB1/PHOX2B",5
